price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Akadálymentesített,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,Panelprogram,balcony,Parkolóhely ára
285.0,"V. kerület, Március 15. tér ",99.0,3.0,0,felújított,1950 előtt,összkomfortos,5,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön és egyben is,|nincs megadva|,panorámás,5 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,nincs,DD,,5.0,
69.9,"IV. kerület, Újpest ",82.0,3.0,0,jó állapotú,1981 és 2000 között,összkomfortos,4,5,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön helyiségben,északnyugat,panorámás,|nincs megadva|,nem,zárószint,"utca, közterület - ingyenes",gázkazán,|nincs megadva|,|nincs megadva|,,,
68.0,"IV. kerület, Tompa utca ",60.0,3.0,0,újszerű,2022,duplakomfortos,1,2,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,|nincs megadva|,külön és egyben is,kelet,utcai,8 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely - benne van az árban,"padlófűtés, hőszivattyú",|nincs megadva|,|nincs megadva|,,8.0,
170.0,"V. kerület, Báthory utca 8.",75.0,2.0,0,felújított,1950 előtt,összkomfortos,1,5,van,3 m-nél magasabb,van,Nincs gáz bekötve az ingatlanba,195 kWh/hó,|nincs megadva|,14 000  Ft/hó,nem,külön helyiségben,|nincs megadva|,utcai,2 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","elektromos fűtőpanel, hűtő-fűtő klíma",van,|nincs megadva|,,2.0,
155.0,"V. kerület, Váci utca ",100.0,3.0,1.0,felújított,1950 előtt,összkomfortos,1,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,16 000  Ft/hó,igen,külön és egyben is,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",házközponti egyedi méréssel,van - 30 cm,|nincs megadva|,,,
373.38,"V. kerület, Vörösmarty tér ",130.0,3.0,1.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,4,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
54.5,"IV. kerület, Ezred utca ",59.0,3.0,0,jó állapotú,2001 és 2010 között,összkomfortos,1,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 500  Ft/hó,igen,külön helyiségben,északkelet,udvari,3.5 m|2|,igen,|nincs megadva|,teremgarázs hely - benne van az árban,házközponti egyedi méréssel,van,|nincs megadva|,,3.5,
271.55,"V. kerület, Kossuth Lajos tér ",140.0,3.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,3,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
89.9,"V. kerület, Honvéd tér ",64.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,5,6,van,3 m-nél magasabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,dél,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",házközponti,|nincs megadva|,|nincs megadva|,,,
230.0,"V. kerület, Belváros ",67.0,3.0,0,újszerű,2001 és 2010 között,luxus,5,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,dél,|nincs megadva|,13 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,,13.0,
154.9,"V. kerület, Kossuth Lajos utca ",160.0,3.0,0,jó állapotú,1950 előtt,duplakomfortos,3,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,északnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
465.0,"V. kerület, Belváros ",157.0,4.0,0,újszerű,2001 és 2010 között,luxus,5,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",|nincs megadva|,|nincs megadva|,,,45 E €
59.9,"V. kerület, Bajcsy-Zsilinszky út ",54.0,2.0,0,felújított,1950 előtt,összkomfortos,földszint,3,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 800  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,,,
90.0,"V. kerület, Markó utca ",50.0,2.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
149.9,"V. kerület, Lipótváros ",105.0,2.0,0,közepes állapotú,1950 előtt,összkomfortos,1,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
47.5,"IV. kerület, Petőfi utca ",54.0,2.0,0,felújított,|nincs megadva|,összkomfortos,9,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 600  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
45.9,"IV. kerület, Baross utca ",78.0,2.0,2.0,közepes állapotú,1950 és 1980 között,duplakomfortos,1,2,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 500  Ft/hó,|nincs megadva|,külön és egyben is,északnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
129.0,"V. kerület, Múzeum körút ",70.0,2.0,0,újszerű,2017,összkomfortos,1,6,van,3 m-nél magasabb,van,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",fan-coil,van,BB,,,
245.15,"V. kerület, Arany János utca ",97.0,3.0,0,felújított,1950 előtt,luxus,2,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
185.0,"V. kerület, Váci utca 78.",122.0,3.0,0,felújított,|nincs megadva|,luxus,2,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület","gázkazán, kandalló",|nincs megadva|,|nincs megadva|,,4.0,
54.0,"V. kerület, Veres Pálné utca ",48.0,2.0,0,felújítandó,|nincs megadva|,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
109.0,"V. kerület, Petőfi Sándor utca ",65.0,5.0,2.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,30 m|2|,igen,|nincs megadva|,"utca, közterület - ingyenes","padlófűtés, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,30.0,
35.5,"IV. kerület, Vécsey Károly utca ",35.0,1.0,1.0,felújított,1950 és 1980 között,összkomfortos,földszint,földszintes,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,udvari,|nincs megadva|,igen,|nincs megadva|,"utca, közterület - ingyenes",gázkazán,van - 7 cm,|nincs megadva|,,,
265.0,"V. kerület, Lipótváros ",104.0,2.0,0,felújított,1950 előtt,luxus,2,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,északkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
99.8,"V. kerület, Városház utca ",92.0,6.0,0,jó állapotú,1950 előtt,duplakomfortos,földszint,4,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,igen,külön és egyben is,délkelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület","gázkazán, egyéb",nincs,|nincs megadva|,,,
30.9,"IV. kerület, Árpád út ",30.0,1.0,0,jó állapotú,|nincs megadva|,összkomfortos,1,2,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
46.9,"IV. kerület, Árpád út ",50.0,2.0,0,felújított,1950 és 1980 között,összkomfortos,4,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,külön helyiségben,|nincs megadva|,utcai,1 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,,1.0,
149.9,"V. kerület, Lipótváros ",105.0,2.0,0,közepes állapotú,1950 előtt,összkomfortos,1,3,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,,
155.0,"V. kerület, Alkotmány utca 4.",77.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,2,6,van,3 m-nél magasabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,15 000  Ft/hó,20 540  Ft/hó,|nincs megadva|,külön helyiségben,délnyugat,utcai,2 m|2|,nem,nem tetőtéri,"utca, közterület",házközponti,|nincs megadva|,|nincs megadva|,,2.0,
78.0,"V. kerület, Váci utca ",61.0,3.0,0,felújítandó,|nincs megadva|,|nincs megadva|,2,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
276.9,"V. kerület, Városház utca ",160.0,4.0,0,felújított,|nincs megadva|,összkomfortos,3,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,50 000  Ft/hó,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
40.9,"IV. kerület, Újpest ",35.0,1.0,0,|nincs megadva|,2023,összkomfortos,1,3,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,3 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,hőszivattyú,|nincs megadva|,AA+,,3.0,4 M Ft
38.9,"IV. kerület, Laborfalvi Róza utca ",54.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,6,10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,külön helyiségben,kelet,utcai,4 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés,nincs,|nincs megadva|,nem vett részt,4.0,
119.0,"V. kerület, Papnövelde utca 8.",91.0,3.0,0,felújítandó,1950 előtt,összkomfortos,3,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
55.9,"IV. kerület, Újpest-Központ ",57.0,1.0,1.0,újszerű,2001 és 2010 között,összkomfortos,2,2,nincs,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,5 000  Ft/hó,|nincs megadva|,külön helyiségben,délkelet,kertre néz,|nincs megadva|,nem,tetőtéri,teremgarázs hely - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,,,
144.9,"V. kerület, Belváros ",115.0,3.0,0,jó állapotú,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
44.9,"IV. kerület, Berda József utca ",53.0,2.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,4,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 048  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,részt vett,4.0,
47.9,"IV. kerület, Laborfalvi Róza utca ",73.0,3.0,1.0,felújítandó,1981 és 2000 között,összkomfortos,2,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön helyiségben,dél,kertre néz,4 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,nem vett részt,4.0,
125.0,"V. kerület, Vámház körút ",74.0,3.0,0,felújított,1950 előtt,összkomfortos,1,|nincs megadva|,nincs,3 m-nél magasabb,van,95 m|3|/hó,80 kWh/hó,|nincs megadva|,15 000  Ft/hó,|nincs megadva|,külön helyiségben,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
139.9,"V. kerület, Lipótváros ",82.0,3.0,0,felújított,1950 előtt,összkomfortos,1,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,50 000  Ft/hó,27 000  Ft/hó,nem,egy helyiségben,délnyugat,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",gázkazán,nincs,|nincs megadva|,,,
173.49,"V. kerület, Honvéd utca ",121.0,4.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,5,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,3.0,
84.9,"V. kerület, Apáczai Csere János utca ",33.0,1.0,0,felújított,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,panorámás,1 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,,1.0,
59.9,"V. kerület, Bajcsy-Zsilinszky út ",44.0,1.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,2,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
44.9,"IV. kerület, Széchenyi tér ",31.0,1.0,0,újszerű,2021,|nincs megadva|,2,2,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,|nincs megadva|,,10.0,6 M Ft
139.9,"V. kerület, Szemere utca 23.",89.0,3.0,0,felújított,1950 és 1980 között,duplakomfortos,4,5,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,53 000  Ft/hó,igen,külön és egyben is,délkelet,panorámás,4 m|2|,nem,|nincs megadva|,"utca, közterület - fizetős övezet",házközponti egyedi méréssel,van,|nincs megadva|,,4.0,
54.9,"V. kerület, Károly körút ",40.0,1.0,1.0,felújított,1950 és 1980 között,összkomfortos,2,4,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,,
52.9,"IV. kerület, Káposztásmegyer I. lakótelep ",67.0,2.0,1.0,felújított,|nincs megadva|,duplakomfortos,10,10,van,3 m-nél alacsonyabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,|nincs megadva|,|nincs megadva|,dél,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés,van - 7 cm,|nincs megadva|,|nincs megadva|,,
99.9,"V. kerület, Váci utca ",65.0,2.0,1.0,újszerű,1950 előtt,összkomfortos,5,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,28 000  Ft/hó,|nincs megadva|,egy helyiségben,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,nincs,|nincs megadva|,,,
89.9,"V. kerület, Lipótváros ",68.0,2.0,0,jó állapotú,1950 előtt,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
270.0,"V. kerület, Vértanúk tere ",197.0,7.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,3,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,,,
52.9,"IV. kerület, Káposztásmegyer I. lakótelep ",67.0,2.0,1.0,felújított,1981 és 2000 között,összkomfortos,6,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,14 000  Ft/hó,igen,külön helyiségben,kelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés egyedi méréssel,nincs,|nincs megadva|,nem vett részt,,
75.9,"IV. kerület, József Attila utca 76-80.",64.0,3.0,0,új építésű,2023,összkomfortos,2,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,kelet,utcai,4.64 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,van - 10 cm,AA+,,4.64,
164.81,"V. kerület, Markó utca ",73.0,3.0,0,felújított,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,,,
95.0,"V. kerület, Balassi Bálint utca ",46.0,2.0,0,felújított,|nincs megadva|,luxus,4,5,van,3 m-nél magasabb,van,60 m|3|/hó,50 kWh/hó,10 000  Ft/hó,13 000  Ft/hó,igen,|nincs megadva|,délnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,,
96.5,"V. kerület, Alkotmány utca 16.",57.0,2.0,0,jó állapotú,|nincs megadva|,összkomfortos,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 800  Ft/hó,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,,
163.5,"V. kerület, Váci utca ",109.0,2.0,1.0,felújított,|nincs megadva|,duplakomfortos,2,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
22.0,"IV. kerület, Csokonai utca ",24.0,1.0,0,jó állapotú,1950 és 1980 között,összkomfortos,földszint,földszintes,nincs,3 m-nél alacsonyabb,nincs,100 m|3|/hó,100 kWh/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,kertre néz,10 m|2|,igen,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,10.0,
44.9,"IV. kerület, Berda József utca ",53.0,1.0,2.0,jó állapotú,1950 és 1980 között,összkomfortos,2,10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,|nincs megadva|,igen,külön helyiségben,|nincs megadva|,udvari,4 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,részt vett,4.0,
20.5,"IV. kerület, Venetianer utca 18.",29.0,1.0,0,közepes állapotú,1950 előtt,komfortos,földszint,2,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
40.99,"IV. kerület, Árpád út ",37.0,1.0,0,felújított,1950 és 1980 között,összkomfortos,3,3,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,észak,udvari,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - ingyenes",gáz (konvektor),van - 10 cm,|nincs megadva|,,,
34.99,"IV. kerület, Újpesti lakótelep ",53.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,3,10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 130  Ft/hó,nem,külön helyiségben,kelet,utcai,4 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés egyedi méréssel,nincs,|nincs megadva|,nem vett részt,4.0,
139.9,"V. kerület, Lipótváros ",86.0,3.0,0,felújított,1950 előtt,duplakomfortos,3,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,udvari,|nincs megadva|,|nincs megadva|,zárószint,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
159.9,"V. kerület, Váci utca ",122.0,1.0,3.0,közepes állapotú,|nincs megadva|,duplakomfortos,4,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,45 000  Ft/hó,25  Ft/hó,|nincs megadva|,külön és egyben is,nyugat,utcai,3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,,3.0,
55.9,"V. kerület, Széchenyi utca 10.",40.0,1.0,0,felújítandó,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",házközponti,|nincs megadva|,|nincs megadva|,,,
209.0,"V. kerület, Váci utca ",111.0,4.0,0,újszerű,1950 előtt,duplakomfortos,1,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,igen,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
