price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Panelprogram,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,Parkolóhely ára
64.09,"XIV. kerület, Füredi utca ",68.0,2.0,1.0,3.0,felújított,|nincs megadva|,összkomfortos,3,10,van,|nincs megadva|,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,19 040  Ft/hó,külön helyiségben,|nincs megadva|,|nincs megadva|,3 m|2|,|nincs megadva|,nem tetőtéri,részt vett,"utca, közterület - ingyenes",távfűtés egyedi méréssel,van,BB,
55.9,"XIV. kerület, Fajansz utca ",59.0,2.0,0,,jó állapotú,1981 és 2000 között,összkomfortos,3,3,nincs,|nincs megadva|,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,tetőtéri,,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,
50.9,"XIV. kerület, Alsórákos ",53.0,2.0,0,,felújított,1950 és 1980 között,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,zárószint,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
48.0,"XIV. kerület, Huszt utca ",48.0,2.0,0,,jó állapotú,2001 és 2010 között,összkomfortos,3,4,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
57.9,"XIV. kerület, Törökőr ",60.0,2.0,0,8.0,újszerű,2015,összkomfortos,földszint,6,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,kertre néz,8 m|2|,igen,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
29.9,"XIV. kerület, Erzsébet királyné útja ",28.0,1.0,0,,közepes állapotú,1950 és 1980 között,komfortos,földszint,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,8 300  Ft/hó,egy helyiségben,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - ingyenes",gáz (konvektor),nincs,|nincs megadva|,
45.0,"XIV. kerület, Bonyhádi út ",37.0,1.0,1.0,15.0,felújított,|nincs megadva|,összkomfortos,1,2,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,kertre néz,15 m|2|,|nincs megadva|,nem tetőtéri,,"utca, közterület - ingyenes",házközponti,|nincs megadva|,|nincs megadva|,
117.6,"XIV. kerület, Egressy út 112.",113.0,4.0,0,8.33,új építésű,2024,összkomfortos,1,9,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,8.33 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,mennyezeti hűtés-fűtés,|nincs megadva|,BB,6 M Ft
69.89,"XIV. kerület, Telepes utca ",88.0,2.0,1.0,,jó állapotú,1981 és 2000 között,duplakomfortos,földszint,földszintes,nincs,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,kertre néz,|nincs megadva|,igen,|nincs megadva|,,udvari beálló - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,
33.9,"XIV. kerület, Rákosfalva - Füredi utcai lakótelep ",46.0,2.0,0,,jó állapotú,1981 és 2000 között,|nincs megadva|,7,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
141.9,"XIV. kerület, Szugló utca 125.",82.0,3.0,0,47.92,új építésű,2025,összkomfortos,5,5,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,panorámás,47.92 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,hőszivattyú,van - 15 cm,AA++,"2,15 Mrd Ft"
90.35,"XIV. kerület, Szugló utca 125.",64.0,3.0,0,18.14,új építésű,2025,összkomfortos,2,5,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,18.14 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,hőszivattyú,van - 15 cm,AA++,"2,15 Mrd Ft"
67.6,"XIV. kerület, Szugló utca 125.",48.0,2.0,0,16.61,új építésű,2025,összkomfortos,2,5,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,16.61 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,hőszivattyú,van - 15 cm,AA++,"2,15 Mrd Ft"
33.5,"XIV. kerület, Törökőr ",37.0,2.0,0,,felújítandó,1950 és 1980 között,|nincs megadva|,3,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,részt vett,"utca, közterület",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
99.0,"XIV. kerület, Zsálya utca ",118.0,6.0,0,11.0,közepes állapotú,1981 és 2000 között,duplakomfortos,1,4,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délkelet,|nincs megadva|,11 m|2|,igen,|nincs megadva|,,önálló garázs - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,
65.0,"XIV. kerület, Tábornok utca ",49.0,2.0,0,4.0,újszerű,2001 és 2010 között,összkomfortos,2,7,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,észak,utcai,4 m|2|,nem,nem tetőtéri,,teremgarázs hely - megvásárolható,házközponti,van,|nincs megadva|,7 M Ft
62.0,"XIV. kerület, Nagyzugló - Kerepesi úti lakótelep ",58.0,2.0,0,,jó állapotú,1950 és 1980 között,összkomfortos,földszint,4,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
45.9,"XIV. kerület, Pillangó park ",50.0,2.0,0,4.0,jó állapotú,|nincs megadva|,|nincs megadva|,4,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,panorámás,4 m|2|,|nincs megadva|,|nincs megadva|,részt vett,"utca, közterület",távfűtés egyedi méréssel,van,|nincs megadva|,
170.0,"XIV. kerület, Alsórákos ",185.0,5.0,0,120.0,|nincs megadva|,2024,duplakomfortos,2,3,|nincs megadva|,3 m-nél alacsonyabb,van,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,30 000  Ft/hó,|nincs megadva|,külön és egyben is,délnyugat,kertre néz,120 m|2|,|nincs megadva|,nem tetőtéri,,önálló garázs - megvásárolható,"hőszivattyú, padlófűtés",van - 12 cm,AA,6 M Ft
163.1,"XIV. kerület, Szugló utca 125.",87.0,4.0,0,61.26,új építésű,2025,összkomfortos,5,5,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,panorámás,61.26 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,hőszivattyú,van - 15 cm,AA++,"2,15 Mrd Ft"
64.9,"XIV. kerület, Nagy Lajos király útja 46.",67.0,2.0,0,5.0,felújított,1950 és 1980 között,összkomfortos,2,3,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,külön helyiségben,délkelet,kertre néz,5 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet","gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
37.99,"XIV. kerület, Alsórákos - Füredi utcai lakótelep ",46.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,8,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
36.9,"XIV. kerület, Ungvár utca ",27.0,1.0,0,,|nincs megadva|,|nincs megadva|,összkomfortos,1,4,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
26.9,"XIV. kerület, Ungvár utca 18.",27.0,1.0,0,,közepes állapotú,1950 és 1980 között,összkomfortos,2,4,nincs,3 m-nél alacsonyabb,nincs,nem,1 m|3|/hó,50 kWh/hó,10 000  Ft/hó,18 000  Ft/hó,egy helyiségben,délkelet,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,EE,
37.99,"XIV. kerület, Csertő utca ",46.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,8,10,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
42.9,"XIV. kerület, Francia út ",52.0,2.0,0,,jó állapotú,|nincs megadva|,|nincs megadva|,1,7,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,kertre néz,|nincs megadva|,nem,nem tetőtéri,nem vett részt,"utca, közterület",házközponti,|nincs megadva|,|nincs megadva|,
129.0,"XIV. kerület, Alsórákos ",146.0,4.0,1.0,15.0,közepes állapotú,1950 és 1980 között,összkomfortos,1,2,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,utcai,15 m|2|,|nincs megadva|,nem tetőtéri,,önálló garázs - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,
78.9,"XIV. kerület, Huszt utca ",86.0,4.0,0,,jó állapotú,1981 és 2000 között,összkomfortos,2,2,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,14 900  Ft/hó,|nincs megadva|,külön és egyben is,nyugat,udvari,|nincs megadva|,igen,tetőtéri,,önálló garázs - megvásárolható,gázkazán,|nincs megadva|,|nincs megadva|,"6,50 M Ft"
24.99,"XIV. kerület, Törökőr ",31.0,1.0,0,,közepes állapotú,1950 és 1980 között,komfortos,földszint,földszintes,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 000  Ft/hó,egy helyiségben,kelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület - ingyenes",gáz (konvektor),|nincs megadva|,|nincs megadva|,
59.9,"XIV. kerület, Ógyalla tér ",80.0,2.0,2.0,,jó állapotú,1950 és 1980 között,összkomfortos,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,140 m|3|/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,udvari beálló - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,
65.0,"XIV. kerület, Törökőr ",49.0,1.0,0,3.0,jó állapotú,2001 és 2010 között,összkomfortos,2,7,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,észak,utcai,3 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület",házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
49.0,"XIV. kerület, Mogyoródi út ",52.0,2.0,0,3.0,jó állapotú,1950 és 1980 között,összkomfortos,1,3,nincs,|nincs megadva|,van,|nincs megadva|,92 m|3|/hó,134 kWh/hó,|nincs megadva|,15 000  Ft/hó,külön helyiségben,|nincs megadva|,|nincs megadva|,3 m|2|,nem,nem tetőtéri,,udvari beálló - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,
41.0,"XIV. kerület, Ond vezér útja 33.",49.0,1.0,1.0,,jó állapotú,1950 és 1980 között,|nincs megadva|,6,10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,részt vett,"utca, közterület - ingyenes",távfűtés,van,|nincs megadva|,
170.8,"XIV. kerület, Szugló utca 125.",106.0,4.0,0,86.0,új építésű,2025,összkomfortos,3,5,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,panorámás,86 m|2|,igen,|nincs megadva|,,teremgarázs hely - megvásárolható,hőszivattyú,van - 15 cm,AA++,"2,15 Mrd Ft"
44.9,"XIV. kerület, Törökőr utca ",51.0,2.0,0,2.0,felújítandó,1950 és 1980 között,komfortos,félemelet,3,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,24 500  Ft/hó,külön helyiségben,dél,udvari,2 m|2|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gáz (konvektor),nincs,|nincs megadva|,
26.99,"XIV. kerület, Alsórákos ",34.0,1.0,0,,jó állapotú,1981 és 2000 között,összkomfortos,földszint,2,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,50 m|3|/hó,50 kWh/hó,|nincs megadva|,19  Ft/hó,|nincs megadva|,|nincs megadva|,kertre néz,|nincs megadva|,igen,|nincs megadva|,,"utca, közterület - ingyenes",egyéb kazán,van,|nincs megadva|,
36.9,"XIV. kerület, Nagyzugló ",36.0,1.0,0,,felújított,1950 és 1980 között,összkomfortos,félemelet,3,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10  Ft/hó,külön helyiségben,délnyugat,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,
41.5,"XIV. kerület, Zászlós utca 29-31.",32.0,1.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
26.5,"XIV. kerület, Alsórákos ",31.0,1.0,0,,jó állapotú,1950 előtt,összkomfortos,földszint,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
75.0,"XIV. kerület, Dózsa György út ",83.0,2.0,1.0,,felújítandó,1950 előtt,összkomfortos,1,5,van,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,19  Ft/hó,külön helyiségben,kelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet",házközponti,|nincs megadva|,|nincs megadva|,
57.9,"XIV. kerület, Nagy Lajos király útja ",81.0,2.0,1.0,10.0,jó állapotú,1950 és 1980 között,összkomfortos,2,4,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,17 200  Ft/hó,|nincs megadva|,|nincs megadva|,délkelet,utcai,10 m|2|,nem,nem tetőtéri,,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,
54.5,"XIV. kerület, Gyarmat utca ",57.0,2.0,0,2.0,jó állapotú,1950 és 1980 között,összkomfortos,3,4,nincs,3 m-nél alacsonyabb,nincs,|nincs megadva|,10 m|3|/hó,140 kWh/hó,20 000 000  Ft/hó,11 580  Ft/hó,külön helyiségben,délnyugat,|nincs megadva|,2 m|2|,nem,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
157.3,"XIV. kerület, Szugló utca 125.",91.0,3.0,0,43.95,új építésű,2025,összkomfortos,5,5,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,panorámás,43.95 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,hőszivattyú,van - 15 cm,AA++,"2,15 Mrd Ft"
38.9,"XIV. kerület, Zsálya utca 53.",46.0,1.0,1.0,,felújított,1981 és 2000 között,összkomfortos,3,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,33 000 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,"utca, közterület",távfűtés,|nincs megadva|,|nincs megadva|,
44.5,"XIV. kerület, Pillangó park ",50.0,2.0,0,4.0,jó állapotú,1981 és 2000 között,összkomfortos,földszint,több mint 10,van,3 m-nél alacsonyabb,nincs,igen,|nincs megadva|,110 kWh/hó,|nincs megadva|,9 900  Ft/hó,egy helyiségben,kelet,utcai,4 m|2|,nem,nem tetőtéri,részt vett,"utca, közterület - ingyenes",távfűtés,van - 10 cm,|nincs megadva|,
36.9,"XIV. kerület, Nagyzugló ",42.0,1.0,1.0,3.0,felújítandó,1950 és 1980 között,összkomfortos,1,3,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,8 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,kertre néz,3 m|2|,nem,nem tetőtéri,,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,
78.0,"XIV. kerület, Bosnyák utca ",64.0,3.0,0,6.0,|nincs megadva|,2022,összkomfortos,2,5,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,utcai,6 m|2|,nem,nem tetőtéri,,teremgarázs hely - megvásárolható,házközponti egyedi méréssel,|nincs megadva|,AA,4 M Ft
65.0,"XIV. kerület, Tábornok utca 5.",48.0,2.0,0,3.0,felújított,2001 és 2010 között,összkomfortos,2,7,van,3 m-nél alacsonyabb,van,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,külön helyiségben,északnyugat,utcai,3 m|2|,nem,|nincs megadva|,,teremgarázs hely - megvásárolható,házközponti,van,|nincs megadva|,7 M Ft
37.2,"XIV. kerület, Sarkantyú utca 2.",42.0,1.0,0,,felújított,|nincs megadva|,összkomfortos,2,3,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,12 000  Ft/hó,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,
40.9,"XIV. kerület, Róna utca ",47.0,2.0,0,3.0,jó állapotú,|nincs megadva|,összkomfortos,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,25 m|3|/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,kertre néz,3 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
66.9,"XIV. kerület, Hungária körút ",104.0,4.0,0,4.0,közepes állapotú,|nincs megadva|,összkomfortos,3,4,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,külön helyiségben,délkelet,utcai,4 m|2|,|nincs megadva|,"legfelső emelet, nem tetőtéri",,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,
36.9,"XIV. kerület, Csertő utca ",46.0,2.0,0,,közepes állapotú,1981 és 2000 között,összkomfortos,1,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,részt vett,"utca, közterület",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
89.3,"XIV. kerület, Szugló utca 125.",62.0,3.0,0,17.83,új építésű,2025,összkomfortos,4,5,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,17.83 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,hőszivattyú,van - 15 cm,AA++,"2,15 Mrd Ft"
90.0,"XIV. kerület, Törökőr ",73.0,4.0,0,12.0,újszerű,2017,|nincs megadva|,1,4,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,utcai,12 m|2|,|nincs megadva|,nem tetőtéri,,teremgarázs hely,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
199.0,"XIV. kerület, Amerikai út ",160.0,4.0,1.0,10.0,felújított,1950 előtt,duplakomfortos,1,3,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,kertre néz,10 m|2|,igen,tetőtéri,,udvari beálló - benne van az árban,"padlófűtés, gázkazán, infrafűtés",van - 20 cm,|nincs megadva|,
39.0,"XIV. kerület, Kacsóh Pongrác út 123.",43.0,1.0,1.0,1.0,jó állapotú,|nincs megadva|,|nincs megadva|,3,|nincs megadva|,|nincs megadva|,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,1 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,
51.9,"XIV. kerület, Kiszugló ",42.0,2.0,0,4.0,újszerű,2001 és 2010 között,összkomfortos,2,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,,önálló garázs - bérelhető,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|
49.9,"XIV. kerület, Egressy út ",35.0,1.0,0,20.0,újszerű,2001 és 2010 között,összkomfortos,1,6,van,3 m-nél alacsonyabb,nincs,igen,Nincs gáz bekötve az ingatlanba,50 kWh/hó,5 000  Ft/hó,15 000  Ft/hó,egy helyiségben,kelet,kertre néz,20 m|2|,igen,nem tetőtéri,,"utca, közterület - ingyenes",házközponti egyedi méréssel,van,AA++,
36.5,"XIV. kerület, Rákosfalva park ",55.0,1.0,1.0,7.8,közepes állapotú,1950 és 1980 között,összkomfortos,10,több mint 10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,utcai,7.8 m|2|,nem,nem tetőtéri,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,
94.99,"XIV. kerület, Törökőr ",63.0,3.0,0,6.4,|nincs megadva|,2022,összkomfortos,4,6,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,utcai,6.4 m|2|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,hőszivattyú,|nincs megadva|,|nincs megadva|,8 M Ft
99.9,"XIV. kerület, Kiszugló ",149.0,4.0,1.0,5.0,felújítandó,1950 előtt,összkomfortos,4,5,van,3 m-nél magasabb,nincs,nem,50 m|3|/hó,40 kWh/hó,49 000  Ft/hó,|nincs megadva|,külön helyiségben,délnyugat,panorámás,5 m|2|,nem,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
41.0,"XIV. kerület, Egressy út 100.",39.0,1.0,1.0,,újszerű,2001 és 2010 között,összkomfortos,|nincs megadva|,4,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 940  Ft/hó,egy helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,udvari beálló - benne van az árban,gázkazán,van - 15 cm,|nincs megadva|,
63.9,"XIV. kerület, Miskolci utca ",64.0,2.0,0,9.0,felújított,|nincs megadva|,|nincs megadva|,1,2,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,|nincs megadva|,9 m|2|,|nincs megadva|,|nincs megadva|,,önálló garázs,gázkazán,|nincs megadva|,|nincs megadva|,
46.25,"XIV. kerület, Ilka utca 25-27.",37.0,1.0,0,,újszerű,2001 és 2010 között,összkomfortos,5,5,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület",házközponti egyedi méréssel,van,|nincs megadva|,
