price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Parkolóhely ára,Fűtés,Szigetelés,Energiatanúsítvány,Panelprogram
89.0,"III. kerület, Pacsirtamező utca 30.",67.0,3.0,0,20.0,új építésű,2023,duplakomfortos,1,4,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,20 m|2|,igen,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,"mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,|nincs megadva|,
131.9,"III. kerület, Kaszásdűlő - Filatorigát ",80.0,3.0,0,140.0,új építésű,2022,luxus,2,2,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,140 m|2|,nem,"legfelső emelet, nem tetőtéri",teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
209.9,"III. kerület, Pacsirtamező utca 30.",145.0,5.0,0,53.0,új építésű,2023,luxus,4,4,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,53 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely,,mennyezeti hűtés-fűtés,|nincs megadva|,|nincs megadva|,
825.96,"II. kerület, Törökvész út 110/B",151.0,4.0,0,115.0,új építésű,2023,luxus,3,3,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,panorámás,115 m|2|,|nincs megadva|,penthouse,teremgarázs hely - megvásárolható,8 M Ft,"hőszivattyú, mennyezeti hűtés-fűtés",|nincs megadva|,AA+,
735.44,"II. kerület, Törökvész út 110/B",207.0,5.0,0,42.0,új építésű,2023,luxus,1,3,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,panorámás,42 m|2|,igen,|nincs megadva|,teremgarázs hely - megvásárolható,8 M Ft,"hőszivattyú, mennyezeti hűtés-fűtés",|nincs megadva|,AA+,
119.0,"III. kerület, Aranyhegy ",73.0,3.0,0,24.0,új építésű,2023,összkomfortos,1,2,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,külön és egyben is,délnyugat,panorámás,24 m|2|,nem,|nincs megadva|,teremgarázs hely - megvásárolható,10 M Ft,"hőszivattyú, padlófűtés",van - 15 cm,|nincs megadva|,
111.5,"III. kerület, Testvérhegy ",94.0,3.0,0,20.0,jó állapotú,2001 és 2010 között,duplakomfortos,2,4,van,|nincs megadva|,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,északkelet,panorámás,20 m|2|,nem,tetőtéri,teremgarázs hely - megvásárolható,7 M Ft,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
169.9,"III. kerület, Rómaifürdő ",100.0,4.0,0,90.0,új építésű,2022,duplakomfortos,2,3,nincs,3 m-nél alacsonyabb,van,nem,100 m|3|/hó,150 kWh/hó,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,90 m|2|,nem,penthouse,teremgarázs hely - megvásárolható,5 M Ft,"házközponti egyedi méréssel, hűtő-fűtő klíma",van - 20 cm,BB,
259.0,"II. kerület, Törökvész út 110/B",83.0,3.0,0,14.7,új építésű,2025,luxus,1,3,van,|nincs megadva|,van,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,panorámás,14.7 m|2|,igen,|nincs megadva|,teremgarázs hely - megvásárolható,8 M Ft,"hőszivattyú, mennyezeti hűtés-fűtés",|nincs megadva|,AA+,
420.05,"II. kerület, Törökvész út ",122.0,4.0,0,27.0,új építésű,2024,luxus,földszint,3,van,|nincs megadva|,van,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,panorámás,27 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"hőszivattyú, mennyezeti hűtés-fűtés",|nincs megadva|,AA+,
149.9,"III. kerület, Testvérhegy ",87.0,4.0,0,10.0,új építésű,2024,összkomfortos,földszint,2,nincs,|nincs megadva|,|nincs megadva|,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,külön helyiségben,délnyugat,panorámás,10 m|2|,igen,|nincs megadva|,udvari beálló - benne van az árban,,"hőszivattyú, padlófűtés",|nincs megadva|,|nincs megadva|,
108.9,"II. kerület, Rózsadomb ",83.0,3.0,0,40.0,felújítandó,1950 előtt,duplakomfortos,földszint,3,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délkelet,kertre néz,40 m|2|,igen,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,
49.9,"II. kerület, Szépvölgyi út ",31.0,1.0,0,12.0,felújított,1950 és 1980 között,összkomfortos,földszint,2,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délnyugat,kertre néz,12 m|2|,igen,|nincs megadva|,udvari beálló,,hűtő-fűtő klíma,van - 15 cm,|nincs megadva|,
205.0,"II. kerület, Gazda utca ",150.0,5.0,0,35.0,új építésű,2019,összkomfortos,|nincs megadva|,2,|nincs megadva|,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,udvari,35 m|2|,igen,|nincs megadva|,udvari beálló - benne van az árban,,gázkazán,van - 20 cm,AA++,
108.0,"III. kerület, Táborhegy ",66.0,3.0,0,31.0,új építésű,2023,összkomfortos,2,3,van,3 m-nél alacsonyabb,van,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,panorámás,31 m|2|,nem,tetőtéri,teremgarázs hely - kötelező megvenni,"7,60 M Ft","hőszivattyú, padlófűtés",van - 20 cm,|nincs megadva|,
199.0,"III. kerület, Nánási út ",98.0,4.0,0,154.0,újszerű,2001 és 2010 között,luxus,földszint,4,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,50 000  Ft/hó,külön és egyben is,|nincs megadva|,kertre néz,154 m|2|,igen,|nincs megadva|,teremgarázs hely - benne van az árban,,"padlófűtés, hűtő-fűtő klíma",van - 10 cm,|nincs megadva|,
199.0,"II. kerület, Törökvész ",152.0,4.0,1.0,,jó állapotú,1950 előtt,összkomfortos,1,2,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 000  Ft/hó,|nincs megadva|,délnyugat,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari beálló,,gázkazán,|nincs megadva|,|nincs megadva|,
65.9,"III. kerület, Csónakház utca ",67.0,1.0,2.0,6.0,jó állapotú,|nincs megadva|,összkomfortos,3,3,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,6 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|
189.0,"III. kerület, Remetehegy ",73.0,3.0,0,50.0,új építésű,2022,luxus,1,3,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,kelet,panorámás,50 m|2|,nem,nem tetőtéri,önálló garázs - megvásárolható,|nincs megadva|,hőszivattyú,|nincs megadva|,|nincs megadva|,
46.9,"III. kerület, Bécsi út ",28.0,1.0,0,6.0,|nincs megadva|,2023,összkomfortos,3,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,6 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,padlófűtés,van - 20 cm,|nincs megadva|,
74.1,"III. kerület, Törökkő ",51.0,2.0,0,6.44,új építésű,2023,összkomfortos,1,3,nincs,3 m-nél alacsonyabb,van,nem,Nincs gáz bekötve az ingatlanba,180 kWh/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kertre néz,6.44 m|2|,igen,nem tetőtéri,önálló garázs - benne van az árban,,hőszivattyú,van - 12 cm,AA,
288.0,"III. kerület, Remetehegy ",112.0,5.0,0,63.0,új építésű,2022,luxus,földszint,3,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,63 m|2|,igen,nem tetőtéri,önálló garázs - benne van az árban,,hőszivattyú,|nincs megadva|,|nincs megadva|,
122.0,"III. kerület, Ürömhegy ",81.0,3.0,0,17.0,új építésű,2025,luxus,földszint,3,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,panorámás,17 m|2|,igen,|nincs megadva|,udvari beálló - benne van az árban,,hőszivattyú,van - 20 cm,AA+,
156.0,"III. kerület, Táborhegy ",113.0,4.0,0,30.0,új építésű,2023,összkomfortos,földszint,2,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,kertre néz,30 m|2|,igen,|nincs megadva|,teremgarázs hely - kötelező megvenni,"7,60 M Ft","hőszivattyú, padlófűtés",van - 20 cm,|nincs megadva|,
129.9,"III. kerület, Királyok útja ",84.0,3.0,1.0,50.0,újszerű,2019,összkomfortos,földszint,2,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,kertre néz,50 m|2|,igen,nem tetőtéri,"utca, közterület - ingyenes",,"hőszivattyú, padlófűtés, mennyezeti hűtés-fűtés",van,|nincs megadva|,
154.9,"II. kerület, II/A kerület - Máriaremete ",95.0,3.0,2.0,30.0,felújított,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,panorámás,30 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
53.9,"III. kerület, Ágoston utca ",69.0,3.0,0,,felújított,|nincs megadva|,összkomfortos,9,10,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,külön helyiségben,nyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|
65.0,"I. kerület, Attila út ",59.0,2.0,0,1.0,jó állapotú,1950 és 1980 között,összkomfortos,1,5,van,3 m-nél magasabb,nincs,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,külön helyiségben,délnyugat,utcai,1 m|2|,igen,nem tetőtéri,"utca, közterület - fizetős övezet",,távfűtés egyedi méréssel,nincs,EE,
225.5,"III. kerület, Rókahegyi út ",92.0,3.0,0,,új építésű,2023,|nincs megadva|,1,4,|nincs megadva|,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,panorámás,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,,hőszivattyú,|nincs megadva|,|nincs megadva|,
123.97,"I. kerület, Zsolt utca ",73.0,3.0,0,,újszerű,2001 és 2010 között,duplakomfortos,1,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
152.0,"III. kerület, Rómaifürdő ",122.0,4.0,0,16.99,jó állapotú,2001 és 2010 között,duplakomfortos,1,2,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,49 000  Ft/hó,külön helyiségben,kelet,kertre néz,16.99 m|2|,nem,|nincs megadva|,teremgarázs hely,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
54.9,"II. kerület, Varsányi Irén utca ",55.0,2.0,0,,felújított,1950 előtt,összkomfortos,földszint,5,van,3 m-nél alacsonyabb,|nincs megadva|,igen,75 m|3|/hó,150 kWh/hó,20 000  Ft/hó,14 000  Ft/hó,egy helyiségben,|nincs megadva|,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,gáz (konvektor),nincs,|nincs megadva|,
188.3,"III. kerület, Római part ",79.0,3.0,0,12.0,új építésű,2022,összkomfortos,2,8,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,kelet,panorámás,12 m|2|,|nincs megadva|,nem tetőtéri,udvari beálló - megvásárolható,"6,40 M Ft","gázkazán, padlófűtés, hűtő-fűtő klíma",van - 20 cm,|nincs megadva|,
38.0,"III. kerület, Óbudai lakótelep ",33.0,1.0,1.0,,felújított,1981 és 2000 között,összkomfortos,8,10,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,6 600  Ft/hó,egy helyiségben,dél,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,távfűtés,nincs,|nincs megadva|,nem vett részt
162.39,"III. kerület, Rókahegyi út ",83.0,3.0,0,,új építésű,2023,|nincs megadva|,földszint,3,|nincs megadva|,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,hőszivattyú,|nincs megadva|,|nincs megadva|,
124.9,"III. kerület, Nánási út ",88.0,2.0,0,,|nincs megadva|,2019,összkomfortos,földszint,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,44 500  Ft/hó,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,udvari beálló - megvásárolható,|nincs megadva|,"padlófűtés, hőszivattyú",van - 10 cm,|nincs megadva|,
59.9,"II. kerület, Szépvölgyi út ",46.0,2.0,0,4.0,felújított,1950 és 1980 között,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,kertre néz,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
285.0,"II. kerület, Szalamandra út ",128.0,4.0,0,23.0,jó állapotú,2001 és 2010 között,összkomfortos,földszint,3,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,51 600  Ft/hó,egy helyiségben,délkelet,panorámás,23 m|2|,igen,nem tetőtéri,önálló garázs - benne van az árban,,"gázkazán, hűtő-fűtő klíma",van,|nincs megadva|,
42.9,"III. kerület, Óbuda - Filatorigát ",102.0,4.0,0,,felújított,|nincs megadva|,összkomfortos,szuterén,3,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,"utca, közterület - ingyenes",,elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,
48.9,"III. kerület, Gyenes utca ",54.0,1.0,2.0,3.0,közepes állapotú,1950 és 1980 között,összkomfortos,6,8,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,északkelet,utcai,3 m|2|,nem,|nincs megadva|,|nincs megadva|,,házközponti,|nincs megadva|,|nincs megadva|,
36.0,"III. kerület, Zsirai Miklós utca ",51.0,2.0,0,,jó állapotú,1981 és 2000 között,összkomfortos,5,10,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",,távfűtés egyedi méréssel,nincs,|nincs megadva|,nem vett részt
60.0,"II. kerület, Kelemen László utca 5.",52.0,2.0,0,6.6,közepes állapotú,1981 és 2000 között,összkomfortos,2,3,nincs,3 m-nél alacsonyabb,nincs,nem,110 m|3|/hó,100 kWh/hó,15 000  Ft/hó,34 500  Ft/hó,külön helyiségben,délkelet,panorámás,6.6 m|2|,nem,zárószint,önálló garázs - kötelező megvenni,4 M Ft,gázkazán,nincs,GG,
249.9,"III. kerület, Szerecsendió utca 19.",145.0,4.0,0,24.0,új építésű,2023,luxus,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,24 m|2|,igen,|nincs megadva|,önálló garázs,,"hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,|nincs megadva|,
783.5,"II. kerület, Levél utca 4.",150.0,5.0,0,477.36,felújított,1981 és 2000 között,luxus,földszint,3,van,|nincs megadva|,van,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,477.36 m|2|,igen,nem tetőtéri,teremgarázs hely - megvásárolható,10 M Ft,hőszivattyú,van - 20 cm,|nincs megadva|,
504.5,"II. kerület, Levél utca ",178.0,4.0,0,26.09,felújított,1981 és 2000 között,luxus,3,3,van,|nincs megadva|,van,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,26.09 m|2|,nem,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,hőszivattyú,van - 20 cm,|nincs megadva|,
79.9,"I. kerület, Szabó Ilonka utca ",57.0,2.0,0,2.0,felújított,1950 előtt,összkomfortos,félemelet,4,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,kertre néz,2 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
139.0,"III. kerület, Waterfront City lakópark ",75.0,2.0,1.0,44.0,új építésű,2024,luxus,5,8,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délkelet,panorámás,44 m|2|,nem,|nincs megadva|,teremgarázs hely - kötelező megvenni,12 M Ft,mennyezeti hűtés-fűtés,van,|nincs megadva|,
24.5,"I. kerület, Zsolt utca ",52.0,2.0,0,,közepes állapotú,1950 előtt,komfortos,2,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,udvari,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
109.0,"II. kerület, Rózsadomb ",83.0,3.0,0,40.0,felújítandó,|nincs megadva|,|nincs megadva|,földszint,3,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,dél,|nincs megadva|,40 m|2|,igen,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
146.7,"III. kerület, Rókahegyi út ",83.0,3.0,0,,új építésű,2023,|nincs megadva|,földszint,3,|nincs megadva|,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,hőszivattyú,|nincs megadva|,|nincs megadva|,
54.9,"II. kerület, Balogh Ádám utca ",42.0,2.0,0,6.0,jó állapotú,1950 és 1980 között,komfortos,|nincs megadva|,3,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,2 500  Ft/hó,egy helyiségben,délnyugat,udvari,6 m|2|,nem,nem tetőtéri,udvari beálló - benne van az árban,,gázkazán,|nincs megadva|,GG,
185.9,"II. kerület, Fillér utca ",72.0,3.0,0,17.0,új építésű,2023,összkomfortos,földszint,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,|nincs megadva|,17 m|2|,igen,nem tetőtéri,udvari beálló - benne van az árban,,"hőszivattyú, mennyezeti hűtés-fűtés, gázkazán",van - 15 cm,|nincs megadva|,
35.9,"III. kerület, Lukács György utca ",57.0,1.0,2.0,,közepes állapotú,1981 és 2000 között,összkomfortos,10,10,van,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,17 100  Ft/hó,külön helyiségben,délkelet,panorámás,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - ingyenes",,távfűtés,nincs,|nincs megadva|,nem vett részt
99.99,"III. kerület, Rómaifürdő - Rómaipart ",53.0,2.0,0,10.0,újszerű,2011,összkomfortos,1,4,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,55 000  Ft/hó,|nincs megadva|,dél,panorámás,10 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló - megvásárolható,7 M Ft,gázkazán,van - 15 cm,|nincs megadva|,
59.9,"II. kerület, Fény utca ",51.0,1.0,0,,közepes állapotú,1950 előtt,|nincs megadva|,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,
56.2,"III. kerület, Szentendrei út ",49.0,2.0,0,,felújított,1981 és 2000 között,összkomfortos,10,10,|nincs megadva|,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 153  Ft/hó,külön helyiségben,nyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|
148.0,"III. kerület, Táborhegy ",95.0,4.0,0,22.0,új építésű,2023,összkomfortos,1,2,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,panorámás,22 m|2|,igen,|nincs megadva|,teremgarázs hely - kötelező megvenni,"7,60 M Ft",hőszivattyú,van - 20 cm,|nincs megadva|,
98.0,"III. kerület, Rómaifürdő - Rómaipart ",87.0,3.0,0,,felújított,2001 és 2010 között,|nincs megadva|,1,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
32.9,"III. kerület, Raktár utca ",35.0,1.0,0,,közepes állapotú,1950 és 1980 között,összkomfortos,félemelet,4,nincs,3 m-nél alacsonyabb,nincs,nem,30 m|3|/hó,30 kWh/hó,28 000 000  Ft/hó,17 500  Ft/hó,külön helyiségben,északnyugat,kertre néz,|nincs megadva|,nem,|nincs megadva|,udvari beálló - benne van az árban,,gáz (konvektor),nincs,|nincs megadva|,
39.9,"III. kerület, Ágoston utca ",52.0,2.0,0,6.0,közepes állapotú,1981 és 2000 között,összkomfortos,7,több mint 10,van,3 m-nél alacsonyabb,nincs,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,panorámás,6 m|2|,nem,nem tetőtéri,"utca, közterület",,távfűtés,|nincs megadva|,CC,|nincs megadva|
185.9,"II. kerület, Törökvész ",72.0,3.0,0,,új építésű,2023,összkomfortos,földszint,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,hőszivattyú,van,|nincs megadva|,
108.0,"III. kerület, Táborhegy ",66.0,3.0,0,31.0,új építésű,2023,összkomfortos,2,2,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,panorámás,31 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - kötelező megvenni,"7,60 M Ft",hőszivattyú,van - 20 cm,|nincs megadva|,
44.9,"III. kerület, Vízimalom sétány ",49.0,2.0,0,4.0,felújított,1981 és 2000 között,összkomfortos,6,10,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,12  Ft/hó,külön helyiségben,kelet,panorámás,4 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",,"házközponti, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,|nincs megadva|
70.0,"II. kerület, Margit körút ",66.0,3.0,0,,felújított,|nincs megadva|,összkomfortos,1,|nincs megadva|,van,3 m-nél magasabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,dél,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,
116.0,"III. kerület, Szépvölgyi út ",85.0,3.0,0,20.51,jó állapotú,2001 és 2010 között,összkomfortos,földszint,4,van,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,kertre néz,20.51 m|2|,igen,nem tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
