price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Parkolóhely ára,Fűtés,Szigetelés,Energiatanúsítvány,balcony,Panelprogram
94.9,"III. kerület, Föld utca ",76.0,3.0,0,jó állapotú,2001 és 2010 között,duplakomfortos,2,4,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délkelet,kertre néz,6 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - benne van az árban,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,6.0,
299.0,"II. kerület, Alsó Zöldmáli út ",101.0,3.0,1.0,újszerű,2012,luxus,2,3,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,57 000  Ft/hó,|nincs megadva|,külön helyiségben,nyugat,panorámás,30 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,|nincs megadva|,|nincs megadva|,|nincs megadva|,AA+,30.0,
36.9,"III. kerület, Békásmegyeri lakótelep hegy felől ",51.0,1.0,2.0,jó állapotú,|nincs megadva|,|nincs megadva|,10,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,,|nincs megadva|
103.9,"III. kerület, Óbuda-Óváros ",73.0,2.0,0,|nincs megadva|,2022,|nincs megadva|,7,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,34.94 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,34.94,
45.0,"III. kerület, Szilke utca ",56.0,1.0,2.0,felújított,|nincs megadva|,összkomfortos,1,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",,távfűtés,|nincs megadva|,|nincs megadva|,,|nincs megadva|
43.5,"III. kerület, Rómaifürdő - Pók utcai lakótelep ",51.0,2.0,0,felújított,1981 és 2000 között,összkomfortos,2,10,van,3 m-nél alacsonyabb,|nincs megadva|,nem,Nincs gáz bekötve az ingatlanba,10 kWh/hó,22 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,,|nincs megadva|
47.9,"I. kerület, Magas utca 5.",49.0,2.0,0,felújítandó,1950 előtt,összkomfortos,szuterén,4,nincs,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,"cserépkályha, egyéb",van,|nincs megadva|,,
46.5,"III. kerület, Óbudai lakótelep ",69.0,3.0,0,felújítandó,1950 és 1980 között,összkomfortos,10,10,van,3 m-nél alacsonyabb,|nincs megadva|,nem,Nincs gáz bekötve az ingatlanba,100 kWh/hó,30 000  Ft/hó,|nincs megadva|,|nincs megadva|,délnyugat,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,,|nincs megadva|
320.0,"II. kerület, Törökvész ",115.0,4.0,0,újszerű,2022,luxus,földszint,4,nincs,3 m-nél alacsonyabb,van,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,30 000  Ft/hó,30 000  Ft/hó,külön és egyben is,dél,kertre néz,60 m|2|,igen,zárószint,udvari beálló - benne van az árban,,"hőszivattyú, mennyezeti hűtés-fűtés, házközponti egyedi méréssel",van,AA+,60.0,
159.0,"II. kerület, Országút ",114.0,3.0,0,felújított,|nincs megadva|,duplakomfortos,2,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,28 000  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,7 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"gázkazán, hűtő-fűtő klíma, padlófűtés",|nincs megadva|,|nincs megadva|,7.0,
40.0,"III. kerület, Raktár utca ",50.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,9,10,van,3 m-nél alacsonyabb,nincs,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,külön helyiségben,dél,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,,nem vett részt
56.9,"III. kerület, Békásmegyeri lakótelep hegy felől ",74.0,3.0,0,felújított,1981 és 2000 között,összkomfortos,4,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,3 m|2|,nem,nem tetőtéri,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,3.0,|nincs megadva|
63.8,"I. kerület, Attila út ",59.0,2.0,0,felújított,1950 előtt,összkomfortos,földszint,5,van,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,|nincs megadva|,külön helyiségben,nyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,távfűtés egyedi méréssel,nincs,|nincs megadva|,,
54.0,"II. kerület, Alvinci út ",45.0,2.0,0,közepes állapotú,1950 előtt,|nincs megadva|,1,2,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,gáz (konvektor),nincs,|nincs megadva|,,
94.9,"II. kerület, Keleti Károly utca ",92.0,3.0,0,|nincs megadva|,1950 előtt,összkomfortos,3,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,38 000  Ft/hó,külön helyiségben,északnyugat,utcai,1.2 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,1.2,
139.9,"II. kerület, II/A kerület - Máriaremete ",159.0,3.0,3.0,jó állapotú,1981 és 2000 között,összkomfortos,1,4,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,50 000  Ft/hó,31 000  Ft/hó,külön és egyben is,kelet,panorámás,20 m|2|,igen,nem tetőtéri,udvari beálló - benne van az árban,,"gázkazán, kályha",nincs,|nincs megadva|,20.0,
139.9,"III. kerület, Táborhegy ",74.0,3.0,0,újszerű,2011,luxus,1,2,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,65 000  Ft/hó,|nincs megadva|,|nincs megadva|,délnyugat,panorámás,32.3 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely,,gázkazán,van,|nincs megadva|,32.3,
37.9,"III. kerület, Juhász Gyula utca ",49.0,2.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,4,4,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,távfűtés,|nincs megadva|,|nincs megadva|,,részt vett
72.9,"II. kerület, Török utca 5.",72.0,3.0,1.0,jó állapotú,1950 és 1980 között,összkomfortos,5,6,van,3 m-nél magasabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,18  Ft/hó,külön helyiségben,délnyugat,panorámás,4 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,|nincs megadva|,|nincs megadva|,4.0,
179.9,"II. kerület, Bem rakpart ",104.0,2.0,0,jó állapotú,|nincs megadva|,összkomfortos,3,3,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,36 000  Ft/hó,külön helyiségben,délnyugat,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gázkazán,nincs,|nincs megadva|,,
30.9,"III. kerület, Hévízi út 5.",33.0,1.0,0,közepes állapotú,1950 és 1980 között,komfortos,1,4,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,7 900  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
38.99,"III. kerület, Békásmegyer-Ófalu ",51.0,1.0,1.0,felújított,1950 és 1980 között,összkomfortos,földszint,|nincs megadva|,nincs,3 m-nél alacsonyabb,nincs,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,északnyugat,udvari,|nincs megadva|,nem,zárószint,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,,
89.9,"III. kerület, Óbuda-Óváros ",56.0,3.0,0,|nincs megadva|,2023,|nincs megadva|,2,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,hőszivattyú,|nincs megadva|,|nincs megadva|,,
52.0,"II. kerület, Komjádi Béla utca ",45.0,1.0,0,jó állapotú,1950 előtt,összkomfortos,2,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,1 000  Ft/hó,|nincs megadva|,dél,utcai,|nincs megadva|,nem,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,,
79.9,"III. kerület, Árpád fejedelem útja 53.",74.0,3.0,0,közepes állapotú,1950 előtt,összkomfortos,1,5,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,4.0,
345.0,"II. kerület, Lipótmező ",145.0,4.0,0,|nincs megadva|,2021,duplakomfortos,1,2,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,dél,panorámás,16 m|2|,nem,nem tetőtéri,teremgarázs hely - kötelező megvenni,7 M Ft,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,16.0,
64.46,"II. kerület, Margit körút ",60.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,5,7,van,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,külön helyiségben,nyugat,utcai,|nincs megadva|,nem,nem tetőtéri,udvari beálló - benne van az árban,,házközponti,nincs,|nincs megadva|,,
59.9,"II. kerület, Budakeszi út ",49.0,2.0,0,felújított,1981 és 2000 között,összkomfortos,földszint,2,nincs,3 m-nél alacsonyabb,nincs,nem,80 m|3|/hó,80 kWh/hó,35 000  Ft/hó,20  Ft/hó,külön helyiségben,délkelet,kertre néz,5 m|2|,nem,nem tetőtéri,udvari beálló - benne van az árban,,gázkazán,nincs,|nincs megadva|,5.0,
32.99,"III. kerület, Óbuda-Óváros ",35.0,1.0,0,jó állapotú,1950 és 1980 között,összkomfortos,félemelet,3,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,6 680  Ft/hó,egy helyiségben,kelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),nincs,|nincs megadva|,,
134.9,"III. kerület, Aranyhegy ",107.0,4.0,0,jó állapotú,2011,összkomfortos,1,2,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,panorámás,140 m|2|,nem,"legfelső emelet, nem tetőtéri",teremgarázs hely - benne van az árban,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,140.0,
59.9,"II. kerület, Árpád fejedelem útja ",58.0,2.0,0,felújított,1950 előtt,összkomfortos,1,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 100  Ft/hó,|nincs megadva|,dél,kertre néz,|nincs megadva|,nem,|nincs megadva|,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,,
89.9,"II. kerület, Fillér utca ",55.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,3,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,19 000  Ft/hó,|nincs megadva|,délnyugat,panorámás,10 m|2|,igen,|nincs megadva|,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,10.0,
194.0,"II. kerület, Rózsadomb ",101.0,3.0,0,újszerű,2001 és 2010 között,összkomfortos,1,3,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,40 000  Ft/hó,külön és egyben is,délnyugat,kertre néz,12 m|2|,nem,nem tetőtéri,"utca, közterület",,házközponti egyedi méréssel,van,CC,12.0,
37.0,"III. kerület, Hímző utca 5.",50.0,2.0,0,közepes állapotú,1981 és 2000 között,összkomfortos,5,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,35 000 000  Ft/hó,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,|nincs megadva|
571.01,"II. kerület, Pasarét ",190.0,4.0,1.0,újszerű,2018,luxus,3,3,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,50 000  Ft/hó,30  Ft/hó,külön és egyben is,dél,panorámás,40 m|2|,nem,"legfelső emelet, nem tetőtéri",teremgarázs hely - megvásárolható,12 M Ft,hőszivattyú,van,|nincs megadva|,40.0,
169.0,"II. kerület, Hárshegy ",124.0,4.0,0,újszerű,2001 és 2010 között,duplakomfortos,2,4,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,panorámás,7 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - kötelező megvenni,20 M Ft,fan-coil,|nincs megadva|,CC,7.0,
260.0,"II. kerület, II/A kerület - Erzsébetliget ",135.0,3.0,1.0,|nincs megadva|,2023,luxus,1,2,nincs,3 m-nél alacsonyabb,van,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,30 000  Ft/hó,|nincs megadva|,egy helyiségben,délkelet,panorámás,40 m|2|,igen,nem tetőtéri,udvari beálló - benne van az árban,,"mennyezeti hűtés-fűtés, padlófűtés, hőszivattyú",van - 15 cm,|nincs megadva|,40.0,
37.5,"III. kerület, Bécsi út ",50.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,10,10,van,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,panorámás,4 m|2|,nem,nem tetőtéri,"utca, közterület",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,4.0,|nincs megadva|
198.0,"II. kerület, Szemlőhegy ",114.0,4.0,0,jó állapotú,2001 és 2010 között,duplakomfortos,3,4,nincs,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,50 000  Ft/hó,49 000  Ft/hó,külön és egyben is,kelet,panorámás,80 m|2|,nem,"legfelső emelet, nem tetőtéri",teremgarázs hely - kötelező megvenni,20 M Ft,gázkazán,|nincs megadva|,CC,80.0,
38.9,"II. kerület, Erőd utca ",30.0,1.0,0,felújított,1950 előtt,összkomfortos,félemelet,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,19 000  Ft/hó,egy helyiségben,nyugat,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,"házközponti, házközponti egyedi méréssel",|nincs megadva|,|nincs megadva|,,
74.9,"III. kerület, Palicsi utca ",62.0,3.0,0,felújított,1950 és 1980 között,összkomfortos,2,3,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,kertre néz,6 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",,gázkazán,|nincs megadva|,|nincs megadva|,6.0,
230.0,"III. kerület, Rómaifürdő - Rómaipart ",106.0,3.0,0,újszerű,2013,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,28 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,28.0,
210.0,"I. kerület, Bem rakpart ",90.0,2.0,0,felújított,|nincs megadva|,duplakomfortos,4,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
75.0,"II. kerület, Kupeczky utca ",48.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,1,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,kertre néz,5 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,elektromos fűtőpanel,nincs,|nincs megadva|,5.0,
125.9,"II. kerület, Lipótmező ",78.0,3.0,1.0,felújított,1950 és 1980 között,|nincs megadva|,1,2,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 000  Ft/hó,külön helyiségben,dél,udvari,4 m|2|,igen,|nincs megadva|,udvari beálló - kötelező megvenni,6 M Ft,gázkazán,|nincs megadva|,|nincs megadva|,4.0,
107.3,"I. kerület, Ponty utca ",75.0,2.0,1.0,felújított,1950 előtt,összkomfortos,földszint,|nincs megadva|,van,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,45 000  Ft/hó,külön helyiségben,észak,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,házközponti,nincs,|nincs megadva|,,
57.9,"III. kerület, Amfiteátrum utca ",73.0,4.0,0,jó állapotú,|nincs megadva|,összkomfortos,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,külön helyiségben,|nincs megadva|,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,önálló garázs - bérelhető,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|
41.9,"III. kerület, Óbudai lakótelep ",48.0,2.0,0,közepes állapotú,|nincs megadva|,|nincs megadva|,2,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 040  Ft/hó,|nincs megadva|,kelet,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,4.0,|nincs megadva|
38.5,"II. kerület, Pasaréti út ",41.0,3.0,0,felújított,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,,
40.99,"III. kerület, Szentendrei út ",51.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,6,10,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 370  Ft/hó,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,,|nincs megadva|
106.0,"II. kerület, Margit körút ",82.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,földszint,4,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 000  Ft/hó,29  Ft/hó,külön helyiségben,kelet,kertre néz,5 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,távfűtés,nincs,|nincs megadva|,5.0,
169.9,"I. kerület, Hattyú utca ",110.0,5.0,0,felújított,1950 és 1980 között,duplakomfortos,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,dél,utcai,8 m|2|,nem,nem tetőtéri,|nincs megadva|,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,8.0,
64.46,"II. kerület, Margit körút ",60.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,5,7,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,külön helyiségben,északnyugat,utcai,4 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,házközponti,nincs,|nincs megadva|,4.0,
106.0,"II. kerület, Margit körút ",82.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,1,4,van,3 m-nél magasabb,nincs,igen,|nincs megadva|,|nincs megadva|,18 000  Ft/hó,29  Ft/hó,külön és egyben is,|nincs megadva|,kertre néz,5 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,házközponti,nincs,|nincs megadva|,5.0,
42.9,"II. kerület, Ürömi utca ",42.0,1.0,1.0,jó állapotú,1950 előtt,összkomfortos,2,2,nincs,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri",udvari beálló - benne van az árban,,"gázkazán, hűtő-fűtő klíma",nincs,|nincs megadva|,,
79.9,"I. kerület, Attila út 22.",51.0,1.0,1.0,felújított,1950 előtt,összkomfortos,2,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,külön helyiségben,|nincs megadva|,panorámás,4 m|2|,nem,nem tetőtéri,|nincs megadva|,,házközponti egyedi méréssel,nincs,|nincs megadva|,4.0,
230.0,"III. kerület, Római part ",106.0,3.0,0,újszerű,2013,luxus,földszint,3,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,kertre néz,28 m|2|,igen,|nincs megadva|,teremgarázs hely - megvásárolható,10 M Ft,"gázkazán, hűtő-fűtő klíma",van,|nincs megadva|,28.0,
185.0,"II. kerület, Budakeszi út ",117.0,3.0,0,jó állapotú,2001 és 2010 között,duplakomfortos,4,9,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,130 000  Ft/hó,egy helyiségben,délnyugat,kertre néz,24 m|2|,igen,nem tetőtéri,teremgarázs hely - megvásárolható,10 M Ft,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,24.0,
69.9,"III. kerület, Árpád fejedelem útja 53.",67.0,2.0,1.0,felújítandó,1950 előtt,összkomfortos,3,5,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,utcai,3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,távfűtés,|nincs megadva|,|nincs megadva|,3.0,
62.9,"II. kerület, Csalogány utca 13-19.",56.0,3.0,0,jó állapotú,1981 és 2000 között,összkomfortos,1,8,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,utcai,4 m|2|,|nincs megadva|,,"utca, közterület - fizetős övezet",,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,4.0,
39.9,"I. kerület, Mikó utca ",40.0,1.0,1.0,közepes állapotú,|nincs megadva|,összkomfortos,földszint,4,van,3 m-nél alacsonyabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,kertre néz,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,,gáz (konvektor),|nincs megadva|,|nincs megadva|,,
49.0,"III. kerület, Törzs utca ",53.0,2.0,0,jó állapotú,1950 és 1980 között,összkomfortos,földszint,6,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 000  Ft/hó,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,,
188.5,"II. kerület, Szakadék út ",117.0,4.0,0,|nincs megadva|,2022,duplakomfortos,1,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,kertre néz,14 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,|nincs megadva|,14.0,
1.19,"II. kerület, Hárshegyi út 34.",248.0,7.0,0,új építésű,2023,luxus,földszint,3,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,|nincs megadva|,|nincs megadva|,igen,nem tetőtéri,teremgarázs hely - benne van az árban,,|nincs megadva|,van - 15 cm,AA+,,
56.9,"III. kerület, Búza utca ",51.0,1.0,2.0,felújított,1981 és 2000 között,összkomfortos,2,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 000  Ft/hó,külön helyiségben,délnyugat,kertre néz,4 m|2|,nem,|nincs megadva|,"utca, közterület",,távfűtés,|nincs megadva|,|nincs megadva|,4.0,|nincs megadva|
