price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Akadálymentesített,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,balcony,Panelprogram,Parkolóhely ára,Energetikai tanúsítvány
53.39,"VIII. kerület, Dankó utca 23-25.",42.0,2.0,0,új építésű,2025,összkomfortos,1,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,egy helyiségben,észak,utcai,1.4 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"házközponti, hőszivattyú",|nincs megadva|,,1.4,,5 M Ft,BB
84.0,"VIII. kerület, Rákóczi út 57.",84.0,3.0,0,felújított,|nincs megadva|,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,van,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,10 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hűtő-fűtő klíma,|nincs megadva|,,10.0,,,|nincs megadva|
15.8,"VIII. kerület, Rákóczi út ",39.0,1.0,1.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,39 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,39.0,,,|nincs megadva|
36.8,"VIII. kerület, Józsefváros - Csarnoknegyed ",45.0,1.0,1.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,|nincs megadva|,,|nincs megadva|
97.0,"VIII. kerület, Pál utca ",97.0,3.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
105.0,"VIII. kerület, Német utca 2.",115.0,3.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
72.9,"VIII. kerület, Józsefváros - Palotanegyed ",69.0,2.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,1,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
95.0,"VIII. kerület, Bródy Sándor utca 25.",84.0,2.0,1.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egyéb kazán,|nincs megadva|,,,,,|nincs megadva|
130.0,"VIII. kerület, Népszínház utca 16.",119.0,6.0,0,felújított,|nincs megadva|,luxus,6,6,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti egyedi méréssel,van,,,,,|nincs megadva|
50.0,"VIII. kerület, Dankó utca 38.",40.0,1.0,1.0,felújított,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,nincs,1 m|3|/hó,1 kWh/hó,2 000  Ft/hó,12 300  Ft/hó,igen,egy helyiségben,délkelet,panorámás,|nincs megadva|,igen,"legfelső emelet, nem tetőtéri",önálló garázs - bérelhető,gáz (konvektor),nincs,,,,|nincs megadva|,AA++
36.0,"VIII. kerület, Kálvária utca ",40.0,1.0,1.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
41.0,"VIII. kerület, Fiumei út ",49.0,2.0,0,jó állapotú,|nincs megadva|,|nincs megadva|,4,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 700  Ft/hó,|nincs megadva|,|nincs megadva|,dél,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
57.9,"VIII. kerület, Józsefváros - Losoncinegyed ",68.0,3.0,0,jó állapotú,1981 és 2000 között,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,utcai,8 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,távfűtés,|nincs megadva|,,8.0,,,|nincs megadva|
53.9,"VIII. kerület, József körút ",60.0,1.0,2.0,jó állapotú,|nincs megadva|,összkomfortos,3,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,15 000  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,,,,,|nincs megadva|
60.0,"VIII. kerület, Diószegi Sámuel utca 34.",84.0,2.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
24.0,"VIII. kerület, Diószegi Sámuel utca ",24.0,1.0,0,közepes állapotú,|nincs megadva|,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,7 590  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
62.9,"VIII. kerület, Józsefváros - Népszínháznegyed ",88.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,2,4,nincs,3 m-nél magasabb,|nincs megadva|,130 m|3|/hó,210 kWh/hó,25 000  Ft/hó,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
99.0,"VIII. kerület, Német utca ",115.0,3.0,1.0,felújított,1950 előtt,összkomfortos,1,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,nyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,,,,,|nincs megadva|
42.8,"VIII. kerület, Szigony utca ",51.0,2.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,5 m|2|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,,5.0,,,|nincs megadva|
36.0,"VIII. kerület, Delej utca 51.",39.0,1.0,1.0,közepes állapotú,1950 előtt,|nincs megadva|,3,5,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,8 500  Ft/hó,nem,külön helyiségben,dél,utcai,2 m|2|,nem,nem tetőtéri,"utca, közterület",gáz (konvektor),nincs,,2.0,,,AA
68.5,"VIII. kerület, Osztály utca ",89.0,3.0,0,jó állapotú,1981 és 2000 között,összkomfortos,3,3,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,40 000  Ft/hó,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,udvari,9 m|2|,nem,nem tetőtéri,udvari beálló - benne van az árban,házközponti,|nincs megadva|,,9.0,,,|nincs megadva|
18.0,"VIII. kerület, Magdolna utca 6.",71.0,2.0,1.0,közepes állapotú,1950 előtt,összkomfortos,4,4,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,34 000  Ft/hó,nem,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet","cserépkályha, gáz (konvektor)",|nincs megadva|,,,,,|nincs megadva|
84.0,"VIII. kerület, Bródy Sándor utca ",86.0,2.0,0,felújítandó,1950 előtt,komfortos,1,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,60 000  Ft/hó,|nincs megadva|,|nincs megadva|,külön helyiségben,északkelet,utcai,|nincs megadva|,nem,|nincs megadva|,"utca, közterület - fizetős övezet","cserépkályha, elektromos fűtőpanel",nincs,,,,,|nincs megadva|
93.9,"VIII. kerület, Józsefváros - Corvinnegyed ",136.0,5.0,0,jó állapotú,1950 előtt,duplakomfortos,2,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,,,,,|nincs megadva|
18.0,"VIII. kerület, Rákóczi út ",49.0,1.0,1.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
109.0,"VIII. kerület, Bacsó Béla utca ",75.0,4.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,7,8,van,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,teremgarázs hely,házközponti egyedi méréssel,|nincs megadva|,,,,,|nincs megadva|
49.9,"VIII. kerület, Bacsó Béla utca 18-20.",42.0,1.0,1.0,újszerű,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,van - 20 cm,,,,,|nincs megadva|
69.5,"VIII. kerület, Harminckettesek tere ",88.0,4.0,0,jó állapotú,1950 előtt,|nincs megadva|,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,cserépkályha,|nincs megadva|,,,,,|nincs megadva|
62.0,"VIII. kerület, Kun utca ",47.0,1.0,1.0,újszerű,2001 és 2010 között,összkomfortos,5,7,van,3 m-nél alacsonyabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,dél,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",házközponti,|nincs megadva|,,,,,|nincs megadva|
34.0,"VIII. kerület, Hungária körút ",36.0,1.0,0,felújított,1950 és 1980 között,összkomfortos,1,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 800  Ft/hó,|nincs megadva|,|nincs megadva|,kelet,utcai,2 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,,2.0,,,|nincs megadva|
44.9,"VIII. kerület, József utca ",65.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,földszint,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,16 500 000  Ft/hó,16 500  Ft/hó,igen,külön helyiségben,dél,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,nincs,,,,,|nincs megadva|
77.4,"VIII. kerület, Józsefváros - Corvinnegyed ",63.0,2.0,0,|nincs megadva|,2022,összkomfortos,3,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet","hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,,,,,|nincs megadva|
84.2,"VIII. kerület, Józsefváros - Corvinnegyed ",66.0,3.0,0,|nincs megadva|,2022,összkomfortos,3,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,,,,,|nincs megadva|
36.0,"VIII. kerület, Kiss József utca ",33.0,1.0,1.0,felújított,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,elektromos fűtőpanel,|nincs megadva|,,,,,|nincs megadva|
92.0,"VIII. kerület, Józsefváros - Corvinnegyed ",79.0,3.0,0,|nincs megadva|,2022,összkomfortos,3,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,,,,,|nincs megadva|
75.8,"VIII. kerület, Józsefváros - Corvinnegyed ",56.0,2.0,0,|nincs megadva|,2022,összkomfortos,4,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet","hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,,,,,|nincs megadva|
59.1,"VIII. kerület, Józsefváros - Corvinnegyed ",43.0,1.0,0,|nincs megadva|,2022,összkomfortos,4,5,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,,,,,|nincs megadva|
56.0,"VIII. kerület, Józsefváros - Corvinnegyed ",41.0,1.0,0,|nincs megadva|,2022,összkomfortos,4,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,,,,,|nincs megadva|
54.5,"VIII. kerület, Józsefváros - Corvinnegyed ",40.0,1.0,0,|nincs megadva|,2022,összkomfortos,4,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,,,,,|nincs megadva|
54.5,"VIII. kerület, Józsefváros - Corvinnegyed ",40.0,1.0,0,|nincs megadva|,2022,összkomfortos,4,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","hőszivattyú, mennyezeti hűtés-fűtés, padlófűtés",|nincs megadva|,,,,,|nincs megadva|
62.0,"VIII. kerület, Józsefváros - Népszínháznegyed ",93.0,4.0,0,felújítandó,1950 előtt,|nincs megadva|,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
60.0,"VIII. kerület, Józsefváros - Népszínháznegyed ",64.0,3.0,0,felújított,1950 és 1980 között,|nincs megadva|,8,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti,|nincs megadva|,,4.0,|nincs megadva|,,|nincs megadva|
174.91,"VIII. kerület, Józsefváros - Palotanegyed ",95.0,3.0,0,jó állapotú,|nincs megadva|,összkomfortos,4,4,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,|nincs megadva|,20 m|2|,|nincs megadva|,zárószint,teremgarázs hely - megvásárolható,"gázkazán, hűtő-fűtő klíma, kandalló",|nincs megadva|,,20.0,,|nincs megadva|,|nincs megadva|
51.5,"VIII. kerület, Leonardo da Vinci utca 12.",52.0,2.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,,4.0,,,|nincs megadva|
22.5,"VIII. kerület, Csobánc utca ",26.0,1.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,félemelet,2,nincs,3 m-nél magasabb,nincs,50 m|3|/hó,150 kWh/hó,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gáz (konvektor),nincs,,,,,|nincs megadva|
24.2,"VIII. kerület, Kálvária tér 19.",34.0,1.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,3,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
49.9,"VIII. kerület, József körút ",67.0,3.0,0,jó állapotú,|nincs megadva|,|nincs megadva|,3,3,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,19 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",gázkazán,|nincs megadva|,,,,,|nincs megadva|
85.6,"VIII. kerület, Népszínház utca ",70.0,2.0,0,felújított,1950 és 1980 között,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,hőszivattyú,|nincs megadva|,,,,,|nincs megadva|
53.2,"VIII. kerület, Illés utca ",63.0,2.0,0,közepes állapotú,1950 előtt,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,egyéb,|nincs megadva|,,,,,|nincs megadva|
53.2,"VIII. kerület, Illés utca ",63.0,2.0,0,közepes állapotú,1950 előtt,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,egyéb,|nincs megadva|,,,,,|nincs megadva|
32.9,"VIII. kerület, Józsefváros - Magdolnanegyed ",36.0,1.0,0,felújított,1981 és 2000 között,összkomfortos,földszint,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,|nincs megadva|,nem,|nincs megadva|,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
42.5,"VIII. kerület, Józsefváros - Ganznegyed ",31.0,1.0,1.0,jó állapotú,2001 és 2010 között,összkomfortos,2,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,,4.0,,,|nincs megadva|
98.9,"VIII. kerület, Józsefváros - Csarnoknegyed ",99.0,4.0,0,jó állapotú,1950 előtt,|nincs megadva|,3,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,|nincs megadva|,"utca, közterület - fizetős övezet",házközponti,nincs,,,,,|nincs megadva|
89.9,"VIII. kerület, József utca ",140.0,3.0,1.0,jó állapotú,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,északkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,,,,,|nincs megadva|
89.9,"VIII. kerület, József utca ",140.0,3.0,1.0,jó állapotú,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,északkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,,,,,|nincs megadva|
65.0,"VIII. kerület, Víg utca ",76.0,2.0,1.0,jó állapotú,1950 előtt,összkomfortos,2,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,nyugat,utcai,2 m|2|,nem,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,,2.0,,,|nincs megadva|
19.9,"VIII. kerület, Magdolna utca ",27.0,1.0,0,felújított,1950 előtt,összkomfortos,földszint,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
89.0,"VIII. kerület, Bérkocsis utca ",94.0,3.0,0,jó állapotú,1950 és 1980 között,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gáz (konvektor),|nincs megadva|,,,,,|nincs megadva|
99.0,"VIII. kerület, Koszorú utca ",121.0,5.0,0,közepes állapotú,1950 és 1980 között,|nincs megadva|,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,,,|nincs megadva|
23.0,"VIII. kerület, Dobozi utca 10.",19.0,1.0,0,felújított,1950 előtt,összkomfortos,1,4,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,9 000  Ft/hó,nem,egy helyiségben,északkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",elektromos konvektor,nincs,,,,,|nincs megadva|
52.0,"VIII. kerület, Józsefváros - Orczynegyed ",47.0,2.0,0,|nincs megadva|,2023,összkomfortos,1,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,,4.0,,,|nincs megadva|
