price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Panelprogram,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,Parkolóhely ára
112.0,"V. kerület, Belváros ",80.0,3.0,0,,|nincs megadva|,1950 előtt,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
99.89,"V. kerület, József nádor tér ",59.0,2.0,0,5.0,jó állapotú,1950 és 1980 között,|nincs megadva|,3,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,3 m|3|/hó,120 kWh/hó,28 000  Ft/hó,1  Ft/hó,külön helyiségben,nyugat,utcai,5 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület - ingyenes",távfűtés egyedi méréssel,nincs,|nincs megadva|,
73.2,"V. kerület, Szent István körút ",50.0,2.0,0,,felújított,|nincs megadva|,|nincs megadva|,1,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
43.5,"IV. kerület, Nyár utca ",67.0,3.0,0,,felújítandó,1981 és 2000 között,összkomfortos,2,10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,külön helyiségben,észak,kertre néz,|nincs megadva|,nem,nem tetőtéri,részt vett,"utca, közterület - ingyenes",távfűtés egyedi méréssel,van,|nincs megadva|,
169.49,"V. kerület, Lipótváros ",78.0,3.0,0,,|nincs megadva|,1950 és 1980 között,|nincs megadva|,1,5,van,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,130 000  Ft/hó,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,elektromos kazán,|nincs megadva|,|nincs megadva|,
79.5,"V. kerület, Belváros ",71.0,2.0,1.0,,közepes állapotú,1950 előtt,|nincs megadva|,földszint,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
264.01,"V. kerület, Lipótváros ",175.0,3.0,0,,felújított,1950 előtt,|nincs megadva|,2,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
134.27,"V. kerület, Lipótváros ",92.0,3.0,0,,felújított,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
135.0,"V. kerület, Reáltanoda utca ",101.0,2.0,1.0,,felújított,1950 előtt,duplakomfortos,2,4,van,3 m-nél magasabb,van,nem,70 m|3|/hó,120 kWh/hó,30 000  Ft/hó,30 000  Ft/hó,egy helyiségben,dél,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet","gázkazán, hűtő-fűtő klíma",nincs,|nincs megadva|,
78.19,"IV. kerület, Újpest-Kertváros ",71.0,3.0,0,8.0,|nincs megadva|,|nincs megadva|,összkomfortos,2,3,van,3 m-nél alacsonyabb,van,|nincs megadva|,35 m|3|/hó,120 kWh/hó,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,panorámás,8 m|2|,nem,nem tetőtéri,,teremgarázs hely - megvásárolható,"hűtő-fűtő klíma, gázkazán, padlófűtés",van - 18 cm,BB,|nincs megadva|
82.52,"IV. kerület, Újpest-Kertváros ",78.0,3.0,0,16.0,|nincs megadva|,|nincs megadva|,duplakomfortos,1,3,van,3 m-nél magasabb,van,|nincs megadva|,35 m|3|/hó,150 kWh/hó,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,panorámás,16 m|2|,nem,nem tetőtéri,,teremgarázs hely - megvásárolható,"gázkazán, padlófűtés, hűtő-fűtő klíma",van - 18 cm,BB,|nincs megadva|
47.9,"IV. kerület, Újpesti lakótelep ",54.0,2.0,0,,jó állapotú,|nincs megadva|,|nincs megadva|,7,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
46.6,"IV. kerület, Káposztásmegyer - Homoktövis lakópark ",43.0,2.0,0,1.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,3,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,1 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
37.9,"IV. kerület, Újpest ",53.0,3.0,0,4.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,9,10,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
47.5,"IV. kerület, Káposztásmegyer I. lakótelep ",68.0,3.0,0,,jó állapotú,|nincs megadva|,|nincs megadva|,5,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
39.0,"IV. kerület, Pozsonyi utca ",48.0,2.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
173.49,"V. kerület, Honvéd utca ",121.0,4.0,0,6.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,5,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,|nincs megadva|,6 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
249.0,"V. kerület, Belgrád rakpart ",134.0,4.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,1,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
199.0,"V. kerület, Belgrád rakpart ",121.0,4.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,1,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
113.0,"V. kerület, Garibaldi utca ",62.0,2.0,1.0,,felújított,1950 előtt,duplakomfortos,|nincs megadva|,3,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,nyugat,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
39.0,"IV. kerület, Pozsonyi utca ",48.0,2.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
35.0,"IV. kerület, Nyár utca ",52.0,2.0,0,4.0,jó állapotú,|nincs megadva|,összkomfortos,6,10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,40 000  Ft/hó,|nincs megadva|,külön helyiségben,|nincs megadva|,kertre néz,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,van,|nincs megadva|,
119.9,"V. kerület, Irányi utca ",104.0,3.0,0,,jó állapotú,1950 előtt,összkomfortos,1,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
23.0,"IV. kerület, Lőrinc utca ",27.0,1.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
127.5,"V. kerület, Váci utca ",82.0,2.0,1.0,,jó állapotú,1950 előtt,összkomfortos,4,5,van,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,CC,
49.9,"V. kerület, Vitkovics Mihály utca ",29.0,1.0,0,,jó állapotú,|nincs megadva|,összkomfortos,|nincs megadva|,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,"elektromos fűtőpanel, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
34.9,"IV. kerület, Kordován tér ",36.0,1.0,0,,jó állapotú,1981 és 2000 között,összkomfortos,6,10,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,7 300  Ft/hó,|nincs megadva|,délnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,"utca, közterület",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
34.9,"IV. kerület, Attila utca ",37.0,1.0,1.0,3.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
229.0,"V. kerület, Lipótváros ",121.0,2.0,0,,felújított,1950 és 1980 között,|nincs megadva|,4,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
32.9,"IV. kerület, Istvántelek ",34.0,1.0,1.0,,közepes állapotú,1950 és 1980 között,összkomfortos,2,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 800  Ft/hó,egy helyiségben,délnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
199.0,"V. kerület, Belgrád rakpart ",121.0,4.0,0,,jó állapotú,|nincs megadva|,duplakomfortos,|nincs megadva|,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
187.0,"V. kerület, Október 6. utca ",112.0,3.0,1.0,10.0,jó állapotú,1950 előtt,összkomfortos,4,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,10 m|2|,|nincs megadva|,nem tetőtéri,,"utca, közterület - ingyenes",gázkazán,|nincs megadva|,|nincs megadva|,
94.9,"V. kerület, Nádor utca ",82.0,4.0,0,,jó állapotú,|nincs megadva|,összkomfortos,2,4,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
165.0,"V. kerület, Ferenczy István utca ",115.0,4.0,0,5.0,felújított,1950 előtt,összkomfortos,1,4,van,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,kelet,utcai,5 m|2|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,CC,
500.0,"V. kerület, Zrínyi utca ",150.0,4.0,0,,felújított,1950 előtt,összkomfortos,1,5,van,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,nyugat,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,CC,
32.0,"IV. kerület, Attila utca ",33.0,1.0,0,,felújított,1950 előtt,összkomfortos,földszint,földszintes,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,7 400  Ft/hó,egy helyiségben,kelet,utcai,|nincs megadva|,igen,|nincs megadva|,,"utca, közterület - ingyenes",gázkazán,van,|nincs megadva|,
215.0,"V. kerület, Lipótváros ",85.0,2.0,2.0,,felújított,|nincs megadva|,luxus,félemelet,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,20 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet","elektromos kazán, padlófűtés, fan-coil",|nincs megadva|,|nincs megadva|,
113.0,"IV. kerület, Tóth Aladár utca ",74.0,2.0,1.0,49.0,felújítandó,1981 és 2000 között,összkomfortos,földszint,3,nincs,3 m-nél alacsonyabb,nincs,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,11 100  Ft/hó,külön helyiségben,kelet,kertre néz,49 m|2|,igen,nem tetőtéri,nem vett részt,"utca, közterület - ingyenes","távfűtés, házközponti",nincs,EE,
344.62,"V. kerület, Falk Miksa utca ",198.0,6.0,0,,|nincs megadva|,1950 előtt,|nincs megadva|,4,5,van,3 m-nél magasabb,nincs,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
207.0,"V. kerület, Petőfi Sándor utca ",46.0,2.0,0,,|nincs megadva|,2020,luxus,8,8,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület",mennyezeti hűtés-fűtés,|nincs megadva|,|nincs megadva|,
45.7,"IV. kerület, Liszt Ferenc utca ",54.0,1.0,0,,jó állapotú,2001 és 2010 között,|nincs megadva|,földszint,|nincs megadva|,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
30.9,"IV. kerület, Perényi Zsigmond utca ",39.0,1.0,0,2.0,jó állapotú,|nincs megadva|,összkomfortos,3,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,2 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
110.0,"V. kerület, Steindl Imre utca 11.",59.0,1.0,1.0,,felújított,1950 előtt,összkomfortos,1,4,van,3 m-nél magasabb,nincs,nem,Nincs gáz bekötve az ingatlanba,150 kWh/hó,15 000  Ft/hó,15 900  Ft/hó,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület",elektromos kazán,nincs,|nincs megadva|,
26.0,"IV. kerület, Attila utca ",31.0,1.0,0,15.0,felújított,1950 és 1980 között,összkomfortos,földszint,földszintes,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,8 200  Ft/hó,egy helyiségben,kelet,udvari,15 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület - ingyenes",gáz (konvektor),|nincs megadva|,|nincs megadva|,
54.0,"V. kerület, Veres Pálné utca ",48.0,2.0,0,,felújítandó,1950 előtt,összkomfortos,földszint,4,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 000  Ft/hó,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gáz (konvektor),nincs,|nincs megadva|,
47.5,"IV. kerület, Káposztásmegyer I. lakótelep ",68.0,3.0,0,,jó állapotú,1950 és 1980 között,összkomfortos,5,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés,|nincs megadva|,|nincs megadva|,
69.9,"V. kerület, Garibaldi utca ",32.0,1.0,0,3.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
39.9,"IV. kerület, Reviczky utca ",57.0,2.0,0,4.0,közepes állapotú,1950 és 1980 között,összkomfortos,1,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,110 m|3|/hó,80 kWh/hó,30 000  Ft/hó,|nincs megadva|,|nincs megadva|,délkelet,kertre néz,4 m|2|,nem,nem tetőtéri,,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,
264.01,"V. kerület, Honvéd utca ",175.0,3.0,0,,felújított,1950 előtt,összkomfortos,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
22.0,"IV. kerület, Tinódi utca ",26.0,1.0,0,,jó állapotú,|nincs megadva|,összkomfortos,földszint,földszintes,nincs,|nincs megadva|,nincs,nem,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,13 104  Ft/hó,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,"utca, közterület - ingyenes",gáz (konvektor),|nincs megadva|,|nincs megadva|,
198.0,"V. kerület, Lipótváros ",103.0,3.0,0,,felújított,1950 előtt,|nincs megadva|,2,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
289.0,"V. kerület, Lipótváros ",143.0,4.0,0,,felújított,1950 előtt,|nincs megadva|,3,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
57.0,"IV. kerület, Galopp utca 5.",85.0,3.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
46.9,"IV. kerület, Káposztásmegyer I. lakótelep ",61.0,2.0,0,,jó állapotú,|nincs megadva|,összkomfortos,4,4,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,külön helyiségben,dél,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,
152.0,"V. kerület, Belgrád rakpart ",56.0,2.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,3,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
79.2,"IV. kerület, József Attila utca ",145.0,5.0,0,,felújítandó,1950 előtt,|nincs megadva|,4,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
79.9,"V. kerület, Nádor utca ",67.0,4.0,0,,közepes állapotú,1950 előtt,|nincs megadva|,földszint,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
73.2,"V. kerület, Szent István körút ",50.0,2.0,0,,felújított,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
49.5,"IV. kerület, Szabadkai utca ",41.0,2.0,0,,jó állapotú,1950 és 1980 között,|nincs megadva|,földszint,földszintes,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,7 100  Ft/hó,|nincs megadva|,északnyugat,kertre néz,|nincs megadva|,igen,|nincs megadva|,,"utca, közterület - ingyenes",gázkazán,van - 10 cm,|nincs megadva|,
38.0,"IV. kerület, Pozsonyi utca ",46.0,1.0,1.0,,jó állapotú,1950 és 1980 között,összkomfortos,7,10,van,3 m-nél alacsonyabb,|nincs megadva|,igen,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,panorámás,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,"utca, közterület",házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
27.2,"IV. kerület, Rózsa utca 3. 3/14",35.0,1.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
49.9,"V. kerület, Lipótváros ",30.0,1.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
